武汉移动,#genre#
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
TVBS新闻台,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8 
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
东森新闻,http://198.16.100.90:8278/ettvnews/playlist.m3u8?ct=19225&tid=MAEA2793211727932117&tsum=151345e2ab6bc0c89ac85598f1988cd3
东森新闻,http://198.16.100.90:8278/ettvnews/playlist.m3u8?tid=MAEA2793211727932117&ct=19225&tsum=151345e2ab6bc0c89ac85598f1988cd3
东森新闻,http://50.7.238.114:8278/ettvnews/playlist.m3u8?tid=MAEA2793211727932117&ct=19225&tsum=151345e2ab6bc0c89ac85598f1988cd3
东森新闻美洲台,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
民视新闻台,http://198.16.100.90:8278/ftvnew_taiwan/playlist.m3u8?tid=ME4E4172771041727710&ct=19226&tsum=7b91c7af6212419479b392ff575e0689
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
台视新闻,http://198.16.100.90:8278/ttvnews_twn/playlist.m3u8?tid=MD9D1039476110394761&ct=19193&tsum=9f33349842788bfb7b0e90e93f7bf02c
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
中天新闻,http://66.181.39.224/ml.php?id=ctinews
中天新闻,http://lzoq.hk3.20212021.ml.cdn.cloudflare.net/daili/yg.php?id=cti
中天新闻,http://lzoq.hk3.20212021.ml.cdn.cloudflare.net/daili/ytb.php?id=oIgbl7t0S_w
中天新闻,http://lzoq.hk3.20212021.ml.cdn.cloudflare.net/daili/ytb.php?id=WPfPjbOLNfE
中天新闻,http://lzoq.hk3.20212021.ml.cdn.cloudflare.net/daili/yg.php?id=cti2
非凡新闻,http://66.181.39.224/ml.php?id=feifannews_twn
非凡新闻,http://50.7.238.114:8278/feifannews_twn/playlist.m3u8?tid=m050e7aad65f614336734&ct=17874&tsum=4ea1b829d195ac69a6c2ca51b21ae378
年代新闻,http://198.16.100.90:8278/niandainews_twn/playlist.m3u8?tid=MA6A4647720946477209&ct=19226&tsum=48a66838dbcf633b2fb41307b29ef50a
中视新闻,http://198.16.100.90:8278/zhongshinews_twn/playlist.m3u8?tid=MAAA4459856044598560&ct=19193&tsum=1b7bdea69c00cd48e31f13442c75c376
中视新闻,http://198.16.100.90:8278/zhongshinews_twn/playlist.m3u8?tid=MD0D3377711133777111&ct=19249&tsum=ffaee3fe7040c96643b3c7f12bf2de8d
中视新闻,http://50.7.238.114:8278/zhongshinews_twn/playlist.m3u8?tid=MAAA4459856044598560&ct=19193&tsum=1b7bdea69c00cd48e31f13442c75c376
台视,http://162.19.247.76:22222/live/taishi/index.m3u8
中视,http://198.16.100.90:8278/zhongshihd_twn/playlist.m3u8?tid=MB4B2404962324049623&ct=19193&tsum=671b112a447ed494ae6219c14d0fab93
中视,http://162.19.247.76:22222/live/zhongshi/index.m3u8
华视,http://162.19.247.76:22222/live/huashi/index.m3u8
民视第一台,http://198.16.100.90:8278/lunghuajingdian_twn/playlist.m3u8?tid=ME8E7785888977858889&ct=19226&tsum=a7c782372313ea616d8fced1cebdfbab
民视第一台,http://198.16.100.90:8278/lunghuajingdian_twn/playlist.m3u8?tid=MC2C7597780175977801&ct=19249&tsum=b7602981567d8f0171e8de29154f5014
民视台湾台,http://198.16.100.90:8278/ftvtaiwan_twn/playlist.m3u8?tid=MDFD6045594360455943&ct=19193&tsum=0de4f998b15ba8f2ecdaa107d866212a
民视台湾台,http://198.16.100.90:8278/ftvtaiwan_twn/playlist.m3u8?tid=MEFE5254515252545152&ct=19249&tsum=c17f872b1772df8f76032030cc40bdbd
民视台湾台,http://50.7.238.114:8278/ftvtaiwan_twn/playlist.m3u8?tid=MDFD6045594360455943&ct=19193&tsum=0de4f998b15ba8f2ecdaa107d866212a
民视台湾台,http://50.7.238.114:8278/ftvtaiwan_twn/playlist.m3u8?tid=MEFE5254515252545152&ct=19249&tsum=c17f872b1772df8f76032030cc40bdbd
民视台湾台,http://50.7.238.114:8278/ftvtaiwan_twn/playlist.m3u8?tid=MDFD8196635981966359&ct=19226&tsum=b82639ac8b4590b4206effe348e2f9c2
三立都会台,http://50.7.238.114:8278/sanlidouhui_twn/playlist.m3u8?tid=md028b33ea0f7&ct=19361&tsum=1930e4b2cfbbd2f9f821af1c41e8d18d
三立综合台,http://66.181.39.224/ml.php?id=sanlizhonghe
卫视中文台,http://66.181.39.224/ml.php?id=weishichinese_twn
星卫电影台,http://50.7.238.114:8278/xingwei_movie/playlist.m3u8?tid=MBDB4578128345781283&ct=19225&tsum=f2041ec954c95b4a5fe29d7ccbfe5b60
靖天国际台,http://50.7.238.114:8278/jingtianintl_twn/playlist.m3u8?tid=ME4E7632479576324795&ct=19226&tsum=9922eeed6392b21e1710ba791cc599d6
八大戏剧台,http://198.16.100.90:8278/badadrama/playlist.m3u8?tid=m4970c4e1b988&ct=18335&tsum=20cb1d15d4e116ab9e44edb542cf51a5
八大戏剧台,http://198.16.100.90:8278/badadrama/playlist.m3u8?tid=m4a65d3abd9ee13871929&ct=17924&tsum=8e5ef501e42d00cdc6a761ca3dc693d8
八大戏剧台,http://198.16.100.90:8278/badadrama/playlist.m3u8?tid=m6e4372d7fc8217605152&ct=17874&tsum=d9af89e299560350336e22c1418e6b54
八大戏剧台,http://198.16.100.90:8278/badadrama/playlist.m3u8?tid=ME4E4734124647341246&ct=19225&tsum=c4e596572a79ad99675ee2137d1cc43d
八大综合台,http://198.16.100.90:8278/badazhonghe/playlist.m3u8?tid=MC7C4692263546922635&ct=19225&tsum=ffdc7a6397b511103e0df0b92e678790
八大综合台,http://50.7.238.114:8278/badazhonghe/playlist.m3u8?tid=MC5C5422299054222990&ct=19193&tsum=8189d5b21bdeabdffa3d2b2cbeaae0ae
八大综合台,http://50.7.238.114:8278/badazhonghe/playlist.m3u8?tid=mfb8d64b6276514171054&ct=17874&tsum=a87466c997089ea7dce98cd17301667d
八大综合台,http://50.7.238.114:8278/badazhonghe/playlist.m3u8?tid=MC7C4692263546922635&ct=19225&tsum=ffdc7a6397b511103e0df0b92e678790
东森电影,http://50.7.238.114:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
东森电影,http://162.19.247.76:22222/live/dsdyt/index.m3u8
东森洋片,http://107.151.203.111:2209/135/hk.php?id=dsypt
东森洋片,http://162.19.247.76:22222/live/dsypt/index.m3u8
东森戏剧,http://50.7.238.114:8278/ettvdrama/playlist.m3u8?tid=m921dcb630ebe17354109&ct=17874&tsum=695370160923af940d1a90d44c262acc
东森戏剧,http://162.19.247.76:22222/live/dsxj/index.m3u8
东森超视,http://198.16.100.90:8278/ettvsuper/playlist.m3u8?tid=MA4A3005409230054092&ct=19225&tsum=c5d89f66fa1a8bcd26f482d4a370def5
中天综合,http://198.16.100.90:8278/ctizhonghe/playlist.m3u8?tid=MBBB1520797915207979&ct=19193&tsum=3a6f7f0c591c2ec6678d51b741f290b2
中天综合,http://50.7.238.114:8278/ctizhonghe/playlist.m3u8?tid=MBBB1520797915207979&ct=19193&tsum=3a6f7f0c591c2ec6678d51b741f290b2
中天娱乐,http://198.16.100.90:8278/ctient/playlist.m3u8?tid=MDED1780059017800590&ct=19226&tsum=4d05ea700aa8fd436b51ce703680e674
中天娱乐,http://66.181.39.224/ml.php?id=ctient
中天娱乐,http://50.7.238.114:8278/ctient/playlist.m3u8?tid=MDED1780059017800590&ct=19226&tsum=4d05ea700aa8fd436b51ce703680e674
中天娱乐,http://162.19.247.76:22222/live/ztyl/index.m3u8
TVBS,http://50.7.238.114:8278/tvbs/playlist.m3u8?tid=MDED5111960351119603&ct=19226&tsum=49931e2d3885c468d56ffae2c2db9e6e
TVBS欢乐台,http://198.16.100.90:8278/tvbshuanle_twn/playlist.m3u8?tid=MA9A4111409641114096&ct=19225&tsum=600f3056bba6413dec3155efd19e2d20
TVBS亚洲台,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
Music TV,http://198.16.100.90:8278/MusicTV/playlist.m3u8?tid=MFEF2771586927715869&ct=19225&tsum=25aeb843227531bfab3d9fde062323b2
HBO,http://50.7.238.114:8278/hbosignature_twn/playlist.m3u8?tid=MC5C5754321157543211&ct=19225&tsum=2b86077147813534b4cae6dd85bb3c4a
HBO家庭,http://50.7.238.114:8278/fyi_twn/playlist.m3u8?tid=MFCF7312728573127285&ct=18393&tsum=bc4d3db9ca83c3765cc75512a1bbbbe3
HBO家庭,http://66.181.39.224/ml.php?id=fyi_twn
美亚电影台,http://66.181.39.224/ml.php?id=meiyamovie_twn
Star Movies,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=155727&extension=ts&play_token=zB1JWsM7AB
CINEMAX,http://198.16.100.90:8278/cinemax_twn/playlist.m3u8?tid=MF6F1142326311423263&ct=19254&tsum=716939f2b6d75d0bb83a4c780e00dbd3
CINEMAX,http://66.181.39.224/ml.php?id=cinemax_twn
TLC旅游生活,http://198.16.100.90:8278/tlc_twn/playlist.m3u8?tid=MA0A5904082259040822&ct=19226&tsum=8fa7deead1d4b260825af15bc7378132
TLC旅游生活,http://66.181.39.224/ml.php?id=tlc_twn
TLC旅游生活,http://66.181.39.224/ml.php?id=Tlc
美国中文电视,https://jpts.sinovision.net/livestream.m3u8
好消息综合台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
时尚台FTV,http://198.16.100.90:8278/fashiontv_twn/playlist.m3u8?tid=MABA6457047364570473&ct=18393&tsum=82840dc94ca1ecca47ac4c26d3ee4afc
时尚台FTV,http://198.16.100.90:8278/fashiontv_twn/playlist.m3u8?tid=ma97f669e7343&ct=18335&tsum=732ba26aa334bf6c1fad8812deda83d1
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
国家地理,http://66.181.39.224/ml.php?id=natgeohd_twn
国家地理,http://198.16.100.90:8278/natgeohd_twn/playlist.m3u8?tid=MB5B4841803948418039&ct=18393&tsum=a2343b2c061fc9de3fa7857e832d9625
国家地理野生,http://198.16.100.90:8278/natgeowild_twn/playlist.m3u8?tid=mc9d789e8a1bb12836354&ct=17877&tsum=82c5ce1596dc364c112c79b239c3f5e8
国家地理野生,http://198.16.100.90:8278/natgeowild_twn/playlist.m3u8?tid=mc9d789e8a1bb12836354&ct=17877&tsum=82c5ce1596dc364c112c79b239c3f5e8
国家地理野生,http://198.16.100.90:8278/natgeowild_twn/playlist.m3u8?tid=ME7E6122598161225981&ct=19225&tsum=c88897efa30d472128421acf3d4b62c8
探索亚洲,http://198.16.100.90:8278/discoverytwn_twn/playlist.m3u8?tid=m42a2d91d6f2413622196&ct=17874&tsum=3653c4c61f0a0443dbb256dc465b4715
探索动力,http://198.16.100.90:8278/discoveryturbo_twn/playlist.m3u8?tid=MECE3122352031223520&ct=18393&tsum=66f49d6631e9a76ea563d20a25e0bd4c
探索动力,http://198.16.100.90:8278/discoveryturbo_twn/playlist.m3u8?tid=m33a70bc8259c12219783&ct=17877&tsum=b8470668b7a41d6b15a90b7aa43b3279
探索动力,http://198.16.100.90:8278/discoveryturbo_twn/playlist.m3u8?tid=MD5D5964869459648694&ct=19225&tsum=a21251b62069dff5c52601a3e4bc4a6d
探索频道,http://198.16.100.90:8278/discoveryhd_twn/playlist.m3u8?tid=ME6E2405719624057196&ct=19225&tsum=57a7c421c65e00c1b8f68f67c30141dc
探索频道,http://198.16.100.90:8278/ba86fcd935/playlist.m3u8?tid=m1b458a366fcb&ct=18335&tsum=6ee1498a5e37d8bd1e3f62954629ed4f
探索频道,http://198.16.100.90:8278/discoverych_twn/playlist.m3u8?tid=MA3A2844188928441889&ct=18393&tsum=5b966ba17918ab0d7dd4c462d1b0b811
探索频道,http://66.181.39.224/ml.php?id=ba86fcd935
探索频道,http://66.181.39.224/ml.php?id=discoveryhd_twn
亚洲美食,http://66.181.39.224/ml.php?id=afc_twn
美食星球,http://66.181.39.224/ml.php?id=foodplanet_twn
动物星球,http://198.16.100.90:8278/animalplanet_twn/playlist.m3u8?tid=MABA3681856636818566&ct=18393&tsum=2066d4c793195f8449577d35af941288
动物星球,http://198.16.100.90:8278/animalplanet_twn/playlist.m3u8?tid=m4da2c053371613331372&ct=17874&tsum=4481f502bb91c2c67964feecfbc4b702
动物星球,http://66.181.39.224/ml.php?id=animalplanet_twn
凤凰中文,mitv://generationnexxxt.com:19806/98826034592245d18d0a7f9e29f1398f
凤凰资讯,mitv://generationnexxxt.com:19806/c25ff00d1f62473190819062e87bb70d
凤凰香港,mitv://generationnexxxt.com:19806/eba2c91eb6c54e51b78036d9412a355c
翡翠台,mitv://generationnexxxt.com:19806/6986050f9a7a48fc8df8e2637d10b610
千禧经典台,mitv://generationnexxxt.com:19806/82237250e487405d87030dd69457ddd8
民视,mitv://generationnexxxt.com:19806/412a0c47c1014e7d85da7d2d38631eb7
台视,mitv://generationnexxxt.com:19806/d12a80dfeb36488db100bbca6c6378e1
中视,mitv://generationnexxxt.com:19806/38fd33fc8b9f45849cdf38d21665d66f
华视,mitv://generationnexxxt.com:19806/36d7338b225248c2b1e321f9966cf104
公视,mitv://generationnexxxt.com:19806/bdabc8d4fb5d453fbeac7932d22ee2e9
壹电视新闻台,mitv://generationnexxxt.com:19806/53313e17abe440299d05b00b8a3d91ba
年代新闻,mitv://generationnexxxt.com:19806/c16976cf555b46b592f639c0b3d53a90
东森新闻台,mitv://generationnexxxt.com:19806/8bc09abe58e944ca97b838dbce2b4455
中天新闻,mitv://generationnexxxt.com:19806/26ab4a8f123c4a3292451f072035a681
民视新闻台,mitv://generationnexxxt.com:19806/5bb97363edbf4fdd95c408367a32c0f2
三立新闻台,mitv://generationnexxxt.com:19806/876b79bacf0e40adbf0e4134db178c1d
TVBS新闻台,mitv://generationnexxxt.com:19806/ccaccfce17074a428d1578a82c65b6b8
TVBS,mitv://generationnexxxt.com:19806/1b811ad38b0f47a393d0a76155b2fd44
东森财经新闻台,mitv://generationnexxxt.com:19806/3c7772c47dc6438a9f14cd6b6ac66d80
非凡新闻台,mitv://generationnexxxt.com:19806/d1472f8b243542f29e2c00221691f99b
卫视电影台,mitv://generationnexxxt.com:19806/1dfc2d3ccab34581b745d44173f73a68
东森电影台,mitv://generationnexxxt.com:19806/8578aae119724436acb22453d7ae6c9e
纬来电影台,mitv://generationnexxxt.com:19806/1f2768819be640b187b0de9d628ba29e
龙祥电影,mitv://generationnexxxt.com:19806/02356cbc048c48fdabe13c27c4681255
HBO,mitv://generationnexxxt.com:19806/b79befcb39624435a90a4baa01621a22
东森洋片台,mitv://generationnexxxt.com:19806/07bbe3a40fd648538146aaeff04c1646
AXN,mitv://generationnexxxt.com:19806/1e1fb5802779465a9948e3a873933a3d
好莱坞电影台,mitv://generationnexxxt.com:19806/296b827164ef43eb86e05259d74ac25f
CINEMAX,mitv://generationnexxxt.com:19806/62e7d5ee3a9949b59ec779f14d81a5f1
HBO强档巨献,mitv://generationnexxxt.com:19806/78d2e408309d4ace81dd7235c2327767
HBO原创巨献,mitv://generationnexxxt.com:19806/d16248e49e28441b97e940971121d0c0
美亚电影台HD,mitv://generationnexxxt.com:19806/f1d93f4dcdb042a69134be2e3ae8abab
翡翠台,http://sc2022.stream-link.org/tv2306.php?id=h01
翡翠台,http://sc2022.stream-link.org/tv2306.php?id=h02
J2,http://sc2022.stream-link.org/tv2306.php?id=h03
﻿TVB华语,http://sc2022.stream-link.org/tv2306.php?id=c01
TVB星河,http://sc2022.stream-link.org/tv2306.php?id=c02
无线新闻,http://sc2022.stream-link.org/tv2306.php?id=h04
无线新闻,http://sc2022.stream-link.org/tv2306.php?id=h06
无线财经,http://sc2022.stream-link.org/tv2306.php?id=h05
无线财经,http://sc2022.stream-link.org/tv2306.php?id=h07
有线新闻,http://sc2022.stream-link.org/tv2306.php?id=h08
有线财经,http://sc2022.stream-link.org/tv2306.php?id=h09
HOY TV,http://sc2022.stream-link.org/tv2306.php?id=h10
HOY TV,http://sc2022.stream-link.org/tv2306.php?id=h14
HOY TV,http://sc2022.stream-link.org/tv2306.php?id=h15
HOY 资讯,http://sc2022.stream-link.org/tv2306.php?id=h11
HOY 资讯,http://sc2022.stream-link.org/tv2306.php?id=h16
RTHK31,http://sc2022.stream-link.org/tv2306.php?id=h06
RTHK31,http://sc2022.stream-link.org/tv2306.php?id=h08
RTHK32,http://sc2022.stream-link.org/tv2306.php?id=h07
RTHK32,http://sc2022.stream-link.org/tv2306.php?id=h09
天映频道,http://sc2022.stream-link.org/tv2306.php?id=c03
民视第1台,http://sc2022.stream-link.org/tv2306.php?id=t18
民视台湾台,http://sc2022.stream-link.org/tv2306.php?id=t19
民视综艺台,http://sc2022.stream-link.org/tv2306.php?id=t20
民视影剧台,http://sc2022.stream-link.org/tv2306.php?id=t21
民视旅游台,http://sc2022.stream-link.org/tv2306.php?id=t22
台视新闻,http://sc2022.stream-link.org/tv2306.php?id=t12
中视新闻,http://sc2022.stream-link.org/tv2306.php?id=t05
民视新闻,http://sc2022.stream-link.org/tv2306.php?id=t06
华视新闻,http://sc2022.stream-link.org/tv2306.php?id=t04
TVBS财经,http://sc2022.stream-link.org/tv2306.php?id=t14
TVBS新闻,http://sc2022.stream-link.org/tv2306.php?id=t13
中天新闻,http://sc2022.stream-link.org/tv2306.php?id=t03
东森新闻,http://sc2022.stream-link.org/tv2306.php?id=t01
东森财经,http://sc2022.stream-link.org/tv2306.php?id=t02
东森幼儿,http://sc2022.stream-link.org/tv2306.php?id=t26
寰宇新闻,http://sc2022.stream-link.org/tv2306.php?id=t07
寰宇新闻台湾,http://sc2022.stream-link.org/tv2306.php?id=t08
三立新闻,http://sc2022.stream-link.org/tv2306.php?id=t10
三立新闻+,http://sc2022.stream-link.org/tv2306.php?id=t11
三立财经,http://sc2022.stream-link.org/tv2306.php?id=t09
三立台湾,http://sc2022.stream-link.org/tv2306.php?id=t23
三立都会,http://sc2022.stream-link.org/tv2306.php?id=t24
中天综合,http://sc2022.stream-link.org/tv2306.php?id=t15
中天亚洲,http://sc2022.stream-link.org/tv2306.php?id=t16
千禧经典台,http://sc2022.stream-link.org/tv2306.php?id=c03
NOW新闻台,http://sc2022.stream-link.org/tv2306.php?id=c04
香港国际财经,http://sc2022.stream-link.org/tv2306.php?id=h12
香港国际财经,http://sc2022.stream-link.org/tv2306.php?id=h13
凤凰资讯,http://sc2022.stream-link.org/tv2306.php?id=h17
凤凰香港,http://sc2022.stream-link.org/tv2306.php?id=h18
凤凰香港,http://sc2022.stream-link.org/tv2306.php?id=h19
中天新闻,http://sc2022.stream-link.org/tv2306.php?id=t03
民视HD,http://sc2022.stream-link.org/tv2306.php?id=t17
天才冲冲冲,http://sc2022.stream-link.org/tv2306.php?id=t25
澳门莲花,https://cntv.sbs/lhws?auth=202308110958
澳门莲花,http://107.151.203.111:2209/135/hk.php?id=amlh
澳门莲花,http://103.112.191.9:880/LAOSAT1069.m3u8
澳门莲花,http://sc2022.stream-link.org/tv2306.php?id=h20
澳门莲花,http://107.151.203.111:2209/135/hk.php?id=amlh
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
HBO,http://208.115.225.174:14165
HBO,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
HBO 2,http://208.115.225.174:14140
HBO Mundi,http://208.115.225.174:14148
HBO signature,http://208.115.225.174:14160
HBO HD,http://103.68.63.37:8278/hbohd_twn/playlist.m3u8?tid=m8d785f4e022616401837&ct=17877&tsum=56e767abfc65234db52b017576b00403
HBO HD,http://103.68.63.37:8278/hbohd_twn/playlist.m3u8?tid=ME9E5260921952609219&ct=19225&tsum=a904cd480db106670befb11d14149fce
HBO HD,http://103.68.63.37:8278/hbohd_twn/playlist.m3u8?tid=ME7E8473082984730829&ct=18392&tsum=acad12b7c208bda39b68dec98349e138
HBO HD,http://103.68.63.37:8278/hbohd_twn/playlist.m3u8?tid=MBBB7425808074258080&ct=19193&tsum=a0bdd395bfc4cf07d9414d5372f59ad2
HBO HD,http://198.16.100.90:8278/hbohd_twn/playlist.m3u8?tid=m8d785f4e022616401837&ct=17877&tsum=56e767abfc65234db52b017576b00403
HBO HD,http://198.16.100.90:8278/hbohd_twn/playlist.m3u8?tid=ME7E8473082984730829&ct=18392&tsum=acad12b7c208bda39b68dec98349e138
HBO HD,http://198.16.100.90:8278/hbohd_twn/playlist.m3u8?tid=MBBB7425808074258080&ct=19193&tsum=a0bdd395bfc4cf07d9414d5372f59ad2
HBO HD,http://198.16.100.90:8278/hbohd_twn/playlist.m3u8?tid=ME9E5260921952609219&ct=19225&tsum=a904cd480db106670befb11d14149fce
HBO HD,http://50.7.238.114:8278/hbohd_twn/playlist.m3u8?tid=m8d785f4e022616401837&ct=17877&tsum=56e767abfc65234db52b017576b00403
HBO HD,http://50.7.238.114:8278/hbohd_twn/playlist.m3u8?tid=ME7E8473082984730829&ct=18392&tsum=acad12b7c208bda39b68dec98349e138
